rank,divisionRank,team,classification,conference,rating,wins,losses,ties,scheduleStrength
1,1,Notre Dame,fbs,FBS Independents,86.046196,3,0,0,58.963345
2,2,Texas,fbs,SEC,81.55788,3,0,0,61.141955
3,3,Alabama,fbs,SEC,79.990029,3,0,0,53.907248
4,4,Florida,fbs,SEC,72.852034,3,0,0,49.618929
5,5,UCLA,fbs,Big Ten,71.213289,3,0,0,50.797555
6,6,Mississippi State,fbs,SEC,70.80772,3,0,0,48.058475
7,7,Penn State,fbs,Big Ten,70.781135,3,0,0,43.364877
8,8,Ohio State,fbs,Big Ten,70.575103,2,1,0,51.324988
9,9,Michigan,fbs,Big Ten,70.122472,3,0,0,55.372835
10,10,Pittsburgh,fbs,ACC,69.386772,3,0,0,50.970576
11,11,Northwestern,fbs,Big Ten,68.337522,2,0,0,43.024987
12,12,Duke,fbs,ACC,68.145359,3,0,0,50.06258
13,13,Nebraska,fbs,Big Ten,66.540399,3,0,0,36.247583
14,14,Ole Miss,fbs,SEC,64.620281,3,0,0,48.87032
15,15,Western Michigan,fbs,Mid-American,64.495059,2,1,0,52.109648
16,16,Michigan State,fbs,Big Ten,64.472129,2,1,0,56.376614
17,17,Oklahoma,fbs,SEC,64.379072,2,1,0,53.795759
18,18,Miami,fbs,ACC,64.284722,3,0,0,37.949398
19,19,Kentucky,fbs,SEC,64.121703,2,1,0,60.010013
20,20,LSU,fbs,SEC,64.090131,2,1,0,47.173748
21,21,Texas A&M,fbs,SEC,63.773927,2,1,0,47.523901
22,22,Tennessee,fbs,SEC,63.390791,3,0,0,34.873356
23,23,Vanderbilt,fbs,SEC,62.494371,3,0,0,49.364366
24,24,Illinois,fbs,Big Ten,62.445189,2,1,0,47.281298
25,25,Kansas State,fbs,Big 12,61.83233,3,0,0,36.836004
26,26,Indiana,fbs,Big Ten,61.567243,3,0,0,30.816901
27,27,USC,fbs,Big Ten,61.530918,4,0,0,41.042195
28,28,BYU,fbs,Big 12,61.479531,3,0,0,39.028573
29,29,West Virginia,fbs,Big 12,61.365987,3,0,0,42.640353
30,30,Virginia,fbs,ACC,60.67511,2,1,0,45.208782
31,31,Iowa,fbs,Big Ten,60.379195,3,0,0,37.962559
32,32,Auburn,fbs,SEC,60.30045,2,1,0,51.383962
33,33,Louisville,fbs,ACC,60.14288,2,1,0,47.092976
34,34,Utah,fbs,Big 12,60.13342,3,0,0,28.969537
35,35,South Florida,fbs,American Athletic,59.77865,3,0,0,42.165703
36,36,Army,fbs,American Athletic,59.724828,1,1,0,48.395654
37,37,UCF,fbs,Big 12,59.613029,2,1,0,46.363575
38,38,UTSA,fbs,American Athletic,59.124608,2,1,0,55.317598
39,39,Iowa State,fbs,Big 12,58.893889,2,1,0,40.377455
40,40,James Madison,fbs,Sun Belt,58.569617,3,0,0,39.465951
41,41,South Carolina,fbs,SEC,58.029876,2,1,0,40.080104
42,42,Texas Tech,fbs,Big 12,57.462973,3,0,0,42.362644
43,43,Virginia Tech,fbs,ACC,57.4121,3,0,0,33.826211
44,44,Tulsa,fbs,American Athletic,57.372205,3,0,0,38.218468
45,45,Arizona,fbs,Big 12,57.195083,2,1,0,42.574954
46,46,Wisconsin,fbs,Big Ten,57.09746,2,1,0,47.281245
47,47,SMU,fbs,ACC,57.066281,2,1,0,49.509533
48,48,Houston,fbs,Big 12,56.446407,2,1,0,42.427226
49,49,Wake Forest,fbs,ACC,56.263381,2,1,0,51.680241
50,50,Georgia,fbs,SEC,55.517421,3,0,0,24.580752
51,51,Rice,fbs,American Athletic,55.320444,1,2,0,58.604605
52,52,Minnesota,fbs,Big Ten,54.882838,2,1,0,43.573487
53,53,Cincinnati,fbs,Big 12,54.810687,3,0,0,35.266945
54,54,Florida State,fbs,ACC,54.510592,1,2,0,55.427347
55,55,Baylor,fbs,Big 12,54.410013,2,1,0,38.919319
56,56,New Mexico,fbs,Mountain West,54.020429,2,1,0,36.540138
57,57,Texas State,fbs,Pac-12,53.726155,1,2,0,60.976498
58,58,Purdue,fbs,Big Ten,53.723037,1,2,0,51.721773
59,59,Maryland,fbs,Big Ten,53.491605,2,1,0,37.796039
60,60,Toledo,fbs,Mid-American,53.131622,2,1,0,45.881763
61,61,North Dakota State,fbs,Mountain West,52.902486,4,0,0,30.237534
62,62,Delaware,fbs,Conference USA,52.446706,2,1,0,42.156741
63,63,Missouri,fbs,SEC,52.135091,3,0,0,30.578828
64,64,Boise State,fbs,Pac-12,52.129553,2,1,0,43.565801
65,65,Tulane,fbs,American Athletic,51.403167,1,2,0,59.31983
66,66,California,fbs,ACC,51.398996,2,1,0,47.137071
67,67,Liberty,fbs,Conference USA,50.735026,2,1,0,41.726526
68,68,Temple,fbs,American Athletic,50.282411,1,2,0,49.596911
69,69,Coastal Carolina,fbs,Sun Belt,50.13208,1,2,0,47.102183
70,1,Tennessee Tech,fcs,Southern,49.893625,3,0,0,25.587435
71,70,Syracuse,fbs,ACC,49.805728,1,2,0,47.129882
72,2,Illinois State,fcs,MVFC,49.733334,4,0,0,25.319853
73,71,Louisiana,fbs,Sun Belt,49.639319,2,1,0,42.920339
74,72,Florida Atlantic,fbs,American Athletic,49.615634,2,1,0,53.261137
75,73,Oregon,fbs,Big Ten,49.527725,2,1,0,39.57278
76,74,NC State,fbs,ACC,48.880416,1,2,0,51.024279
77,75,Oklahoma State,fbs,Big 12,48.600311,2,1,0,40.145372
78,76,Massachusetts,fbs,Mid-American,48.447571,3,0,0,23.849947
79,77,South Alabama,fbs,Sun Belt,47.981801,2,1,0,38.699137
80,78,Sam Houston,fbs,Conference USA,47.927751,1,2,0,42.927519
81,79,Washington,fbs,Big Ten,47.487891,3,0,0,30.412349
82,3,Harvard,fcs,Ivy,47.350641,1,0,0,20.603878
83,80,San Diego State,fbs,Pac-12,47.270632,1,2,0,49.257127
84,81,North Carolina,fbs,ACC,47.093327,2,1,0,38.072495
85,82,TCU,fbs,Big 12,47.024601,2,1,0,30.440969
86,4,Austin Peay,fcs,UAC,46.765977,3,1,0,32.805498
87,83,Florida International,fbs,Conference USA,46.490545,1,2,0,48.4075
88,84,Oregon State,fbs,Pac-12,46.276937,1,2,0,46.313268
89,85,Clemson,fbs,ACC,46.043648,2,1,0,46.793399
90,5,Lehigh,fcs,Patriot,46.041565,4,0,0,22.673089
91,86,Troy,fbs,Sun Belt,45.506555,2,1,0,41.256754
92,6,Idaho State,fcs,Big Sky,45.002246,3,0,0,19.340502
93,87,Fresno State,fbs,Pac-12,44.998506,2,1,0,38.748645
94,7,Stephen F. Austin,fcs,Southland,44.728092,4,0,0,22.228302
95,88,Marshall,fbs,Sun Belt,43.984005,2,1,0,49.734127
96,89,Colorado State,fbs,Pac-12,43.879331,2,1,0,32.378722
97,90,Georgia Tech,fbs,ACC,43.493732,1,2,0,42.847153
98,91,Miami (OH),fbs,Mid-American,43.49297,1,2,0,45.759133
99,92,Colorado,fbs,Big 12,43.227891,2,1,0,42.506814
100,93,East Carolina,fbs,American Athletic,43.08945,1,2,0,53.339182
101,8,South Dakota State,fcs,MVFC,42.822084,3,1,0,29.133396
102,9,Montana State,fcs,Big Sky,42.758142,4,0,0,21.813702
103,94,Georgia State,fbs,Sun Belt,42.727842,2,1,0,32.213876
104,95,UConn,fbs,FBS Independents,42.598392,2,1,0,31.015019
105,96,Arizona State,fbs,Big 12,42.405983,2,1,0,39.559142
106,97,Middle Tennessee,fbs,Conference USA,42.377229,2,1,0,31.694851
107,98,North Texas,fbs,American Athletic,42.247007,1,2,0,47.82977
108,10,South Dakota,fcs,MVFC,42.117747,3,1,0,28.82205
109,1,CSU Pueblo,ii,Rocky Mountain,41.740683,4,0,0,15.6781
110,99,App State,fbs,Sun Belt,41.137571,3,0,0,26.571588
111,100,Navy,fbs,American Athletic,40.440832,1,1,0,31.097794
112,101,UAB,fbs,American Athletic,40.198784,1,2,0,47.782407
113,102,Air Force,fbs,Mountain West,40.131587,1,1,0,29.466832
114,11,North Dakota,fcs,MVFC,39.377672,3,1,0,26.594947
115,12,Dartmouth,fcs,Ivy,39.288047,0,1,0,46.041565
116,13,Tarleton State,fcs,UAC,39.181405,4,0,0,22.867856
117,103,Memphis,fbs,American Athletic,39.051931,3,1,0,30.327035
118,14,Campbell,fcs,Coastal Athletic,38.940703,3,1,0,32.203417
119,104,Old Dominion,fbs,Sun Belt,38.889946,1,2,0,41.960498
120,105,Ohio,fbs,Mid-American,38.158697,1,2,0,49.424966
121,106,Nevada,fbs,Mountain West,37.564362,1,2,0,35.3119
122,15,West Florida,fcs,UAC,37.43986,2,1,0,33.524098
