"Season","Week","SeasonType","StartDate","Completed","HomeTeam","HomePoints","AwayTeam","AwayPoints"
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Northwestern Oklahoma State","","Southern Arkansas",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Southwestern Oklahoma State","","Henderson State",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","New Mexico Highlands","","CSU Pueblo",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Lane College","","Albany State GA",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Denison University","","Ohio Wesleyan",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Harding University","","East Central (OK)",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Arizona","","Oklahoma State",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Arkansas-Monticello","","Southern Nazarene",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Abilene Christian","","North Alabama",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","South Dakota","","Murray State",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Alabama State","","Bethune-Cookman",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Mississippi Valley State","","Florida A&M",""
"2025","6","regular","2025-10-04T19:00:00.000Z","false","Eastern Illinois","","Tennessee State",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Notre Dame","","Boise State",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","William & Mary","","North Carolina A&T",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","SMU","","Syracuse",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","UAlbany","","Stony Brook",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Wheeling","","West Virginia Wesleyan",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Florida","","Texas",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","UCLA","","Penn State",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Northern Illinois","","Miami (OH)",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","App State","","Oregon State",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Northwestern","","UL Monroe",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Maryland","","Washington",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Akron","","Central Michigan",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Alabama","","Vanderbilt",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","UConn","","Florida International",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Georgia State","","James Madison",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Buffalo","","Eastern Michigan",""
"2025","6","regular","2025-10-04T19:30:00.000Z","false","Louisville","","Virginia",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Nebraska","","Michigan State",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Lewis & Clark College","","Puget Sound",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Arkansas State","","Texas State",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Oklahoma","","Kent State",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Pacific Lutheran","","Willamette",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Pacific (OR)","","Whitworth",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Buffalo State","","Union (NY)",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Valdosta State","","Lenoir-Rhyne",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Grand Valley State University","","Davenport",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Tiffin","","Hillsdale",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Alcorn State","","Prairie View A&M",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Lamar","","Nicholls",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Towson","","Elon",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Hampton","","Norfolk State",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Austin Peay","","West Georgia",""
"2025","6","regular","2025-10-04T20:00:00.000Z","false","Mercer","","Samford",""
"2025","6","regular","2025-10-04T20:05:00.000Z","false","Western Oregon","","Western New Mexico",""
"2025","6","regular","2025-10-04T20:30:00.000Z","false","NEWBERG","","Linfield College",""
"2025","6","regular","2025-10-04T21:00:00.000Z","false","Kentucky Wesleyan","","Ashland",""
"2025","6","regular","2025-10-04T21:00:00.000Z","false","Northern Iowa","","North Dakota",""
"2025","6","regular","2025-10-04T21:00:00.000Z","false","Northern Arizona","","Montana State",""
"2025","6","regular","2025-10-04T21:00:00.000Z","false","Central Arkansas","","Utah Tech",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Youngstown State","","South Dakota State",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Muskingum University","","Franklin",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Catawba","","Mars Hill",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Indianapolis","","William Jewell",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Old Dominion","","Coastal Carolina",""
"2025","6","regular","2025-10-04T22:00:00.000Z","false","Alabama A&M","","Jackson State",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Incarnate Word","","Stephen F. Austin",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","La Verne","","Pomona Pitzer",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Minnesota Morris","","Martin Luther",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","North Central College","","Wheaton",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Washington University (St. Louis)","","Illinois Wesleyan",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Northwestern State","","East Texas A&M",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Newberry","","Wingate",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Missouri Western","","Emporia State University",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","West Alabama","","Lincoln (CA)",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Thomas More College","","Lake Erie",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Arkansas Tech","","Southeastern Oklahoma State",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Bates","","Colby College",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Texas Southern","","Arkansas-Pine Bluff",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Geneva","","Grove City College",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Southern Illinois","","Indiana State",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","McNeese","","SE Louisiana",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Eastern Washington","","Portland State",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Illinois State","","North Dakota State",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Tarleton State","","Southern Utah",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Troy","","South Alabama",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Rice","","Florida Atlantic",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Austin","","CENTENARY",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Houston","","Texas Tech",""
"2025","6","regular","2025-10-04T23:00:00.000Z","false","Wyoming","","UNLV",""
"2025","6","regular","2025-10-04T23:30:00.000Z","false","UCF","","Kansas",""
"2025","6","regular","2025-10-04T23:30:00.000Z","false","Texas A&M","","Mississippi State",""
"2025","6","regular","2025-10-04T23:30:00.000Z","false","Ohio State","","Minnesota",""
"2025","6","regular","2025-10-04T23:30:00.000Z","false","TCU","","Colorado",""
"2025","6","regular","2025-10-04T23:30:00.000Z","false","Florida State","","Miami",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","UT Rio Grande Valley","","Houston Christian",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Idaho State","","Montana",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Morehouse College","","Tuskegee",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Macalester","","Hamline University",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Fort Lewis","","Western Colorado",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Black Hills State","","South Dakota Mines",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Central Oklahoma","","Central Missouri",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","West Texas A&M","","Sul Ross State",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Cal Poly","","UC Davis",""
"2025","6","regular","2025-10-05T00:00:00.000Z","false","Memphis","","Tulsa",""
"2025","6","regular","2025-10-05T00:15:00.000Z","false","Crown College","","Northwestern (MN)",""
"2025","6","regular","2025-10-05T01:00:00.000Z","false","Central Washington","","Eastern New Mexico",""
"2025","6","regular","2025-10-05T02:00:00.000Z","false","Chapman","","Redlands",""
"2025","6","regular","2025-10-05T02:00:00.000Z","false","California Lutheran University","","Claremont-Mudd-Scripps College",""
"2025","6","regular","2025-10-05T02:30:00.000Z","false","California","","Duke",""
"2025","6","regular","2025-10-05T02:30:00.000Z","false","Fresno State","","Nevada",""
"2025","7","regular","2025-10-08T23:30:00.000Z","false","Middle Tennessee","","Missouri State",""
"2025","7","regular","2025-10-09T00:00:00.000Z","false","UTEP","","Liberty",""
"2025","7","regular","2025-10-09T23:00:00.000Z","false","Kennesaw State","","Louisiana Tech",""
"2025","7","regular","2025-10-09T23:00:00.000Z","false","Southeastern Oklahoma State","","Harding University",""
"2025","7","regular","2025-10-09T23:30:00.000Z","false","Tulane","","East Carolina",""
"2025","7","regular","2025-10-10T00:00:00.000Z","false","Sam Houston","","Jacksonville State",""
"2025","7","regular","2025-10-10T00:00:00.000Z","false","Georgia Southern","","Southern Miss",""
"2025","7","regular","2025-10-10T23:00:00.000Z","false","Bryant","","Brown",""
"2025","7","regular","2025-10-10T23:00:00.000Z","false","Pennsylvania","","Marist",""
"2025","7","regular","2025-10-10T23:00:00.000Z","false","Harvard","","Cornell",""
"2025","7","regular","2025-10-10T23:00:00.000Z","false","Stevenson","","Kings College (PA)",""
"2025","7","regular","2025-10-10T23:30:00.000Z","false","North Texas","","South Florida",""
"2025","7","regular","2025-10-11T01:00:00.000Z","false","Washington","","Rutgers",""
"2025","7","regular","2025-10-11T01:00:00.000Z","false","Colorado State","","Fresno State",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","USC","","Michigan",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Minnesota","","Purdue",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","UTSA","","Rice",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Tennessee","","Arkansas",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Wisconsin","","Iowa",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Kansas State","","TCU",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Oklahoma State","","Houston",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Texas Tech","","Kansas",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Marshall","","Old Dominion",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Akron","","Miami (OH)",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Temple","","Navy",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Georgia State","","App State",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Utah","","Arizona State",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Cincinnati","","UCF",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Arizona","","BYU",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Texas State","","Troy",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","LSU","","South Carolina",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Florida State","","Pittsburgh",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Auburn","","Georgia",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Illinois","","Ohio State",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Texas A&M","","Florida",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Kent State","","Massachusetts",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Eastern Michigan","","Northern Illinois",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Bowling Green","","Toledo",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Boston College","","Clemson",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Florida Atlantic","","UAB",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Maryland","","Nebraska",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Wagner","","Mercyhurst",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Florida A&M","","North Carolina Central",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Towson","","Monmouth",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Penn State","","Northwestern",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Colorado","","Iowa State",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Georgia Tech","","Virginia Tech",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","St. Anselm","","Franklin Pierce",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Boise State","","New Mexico",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","ERSKINE","","North Greenville",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","James Madison","","Louisiana",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Coastal Carolina","","UL Monroe",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","SMU","","Stanford",""
"2025","7","regular","2025-10-11T04:00:00.000Z","false","Oregon","","Indiana",""
"2025","7","regular","2025-10-11T15:00:00.000Z","false","Curry College","","Maine Maritime",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Assumption","","Pace",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Lincoln (MO)","","Northeastern State",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Truman State","","Upper Iowa University",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Gannon","","Clarion",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Seton Hill","","Slippery Rock",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Shepherd","","West Chester",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Utica","","SUNY Morrisville",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Johns Hopkins University","","Carnegie Mellon",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Susquehanna","","Lycoming",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Castleton","","Christopher Newport",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Columbia","","Lehigh",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Princeton","","Mercer",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","University of Rochester (NY)","","Hilbert College",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Missouri","","Alabama",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Eastern University","","Delaware Valley",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Northwood (MI)","","Lake Erie",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Army","","Charlotte",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Michigan State","","UCLA",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Worcester St","","Fitchburg State",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","North Carolina Wesleyan","","Belhaven",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Wittenberg","","John Carroll University",""
"2025","7","regular","2025-10-11T16:00:00.000Z","false","Thiel","","Geneva",""
"2025","7","regular","2025-10-11T16:30:00.000Z","false","Lafayette","","Bucknell",""
"2025","7","regular","2025-10-11T16:40:00.000Z","false","Wisconsin-Lacrosse","","Wisconsin-Eau Claire",""
"2025","7","regular","2025-10-11T16:45:00.000Z","false","Ole Miss","","Washington State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Central State (OH)","","Morehouse College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Hamilton","","Trinity (CT)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Bowdoin","","Amherst",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Bowie State","","Virginia St",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Bluefield State","","Lincoln (PA)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Elizabeth City State","","Virginia Union",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Shaw","","Winston-Salem",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Ashland","","Thomas More College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Ferris State","","Wayne State (MI)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Kentucky Wesleyan","","Ohio Dominican",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Tiffin","","Walsh",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Concord University","","West Virginia State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Frostburg State","","Glenville State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Shippensburg","","Millersville",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Albany State GA","","Clark Atlanta",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Franklin & Marshall","","Muhlenberg",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Catholic","","Juniata College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Union (NY)","","Hobart College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","St. Lawrence","","Ithaca College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Rensselaer","","Buffalo State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Methodist","","Lagrange College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Maryville College (TN)","","Centre College Kentucky",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Southwestern University","","Sewanee",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Salisbury","","Kean",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Augsburg","","Bethel (MN)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Lebanon Valley","","Misericordia",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Wabash College","","Ohio Wesleyan",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Randolph-Macon","","Averett",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Guilford College","","Shenandoah",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Washington and Lee","","Gallaudet",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Westminster College (MO)","","Minnesota Morris",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Northwestern (MN)","","Greenville",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Ursinus","","McDaniel College",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Dickinson (PA)","","Gettysburg",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Moravian","","Wilkes",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Reading","","Albright",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Widener","","FDU-Florham",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Merchant Marine Academy","","SUNY Maritime",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Montclair State","","Rowan",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Merrimack","","Maine",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Colgate","","Richmond",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Duquesne","","St. Francis (PA)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Indiana State","","South Dakota",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Sacred Heart","","Howard",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","North Carolina A&T","","South Carolina State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Rhode Island","","New Hampshire",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Stetson","","Morehead State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Davidson","","St. Thomas (MN)",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Butler","","Presbyterian",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Delaware State","","Southern Connecticut State",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","Morgan State","","Virginia University Of Lynchburg",""
"2025","7","regular","2025-10-11T17:00:00.000Z","false","New Haven","","Western Connecticut St",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Muskingum University","","Ohio Northern",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Dartmouth","","Yale",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Wofford","","Norfolk State",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Wilmington (OH)","","University of Mount Union",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Franklin","","Rose-Hulman",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Otterbein","","Baldwin Wallace",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Mount St. Joseph","","Hanover College",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Colby College","","Wesleyan University (CT)",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Manchester","","Capital",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Fayetteville State","","Livingstone",""
"2025","7","regular","2025-10-11T17:30:00.000Z","false","Anderson (IN)","","Bluffton",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Fairmont State","","West Virginia Wesleyan",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Wheeling","","University Of Charleston (WV)",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Central Missouri","","Northwest Missouri St",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Saginaw Valley State","","Roosevelt",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Kentucky State","","Edward Waters",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Wisconsin-Stout","","Wisconsin-Oshkosh",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Wisconsin-River Falls","","Wisconsin-Platteville",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Wisconsin-Stevens Pt","","Wisconsin-Whitewater",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Carthage","","Washington University (St. Louis)",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Greeneville","","Newberry",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","South Dakota Mines","","Colorado School Of Mines",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Edinboro University","","PennWest California",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Minnesota State Mankato","","Winona State",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Augustana University (SD)","","Concordia University St Paul",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Wayne State (NE)","","Bemidji State",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Illinois Wesleyan","","Wheaton",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","McMurry","","LYONCOLL",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","St. Scholastica","","Carleton",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","St. Olaf","","Gustavus Adolphus",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Saint John's (MN)","","Macalester",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Hamline University","","Concordia Moorhead",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Aurora","","Rockford",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Concordia-Wisconsin","","Lakeland",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Grove City College","","Waynesburg",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Rhodes College","","Millsaps",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Ferrum","","Wilson",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Benedict College","","Fort Valley State",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Valparaiso","","Dayton",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Bridgewater (VA)","","Roanoke College",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","West Georgia","","Abilene Christian",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Elon","","Villanova",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Hampton","","Campbell",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Robert Morris","","Central Connecticut",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Monmouth (IL)","","Illinois College",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Greensboro College","","Huntingdon College (AL)",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Martin Luther","","Crown College",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Bentley","","Post University",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","The Citadel","","Valdosta State",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Knox College","","Grinnell",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Lake Forest College","","Beloit",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Chicago","","Lawrence University",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Williams","","Middlebury",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Hendrix College","","Austin",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Simpson College (IA)","","Coe College",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Buena Vista","","Luther",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Nebraska Wesleyan","","Loras College",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Findlay","","Hillsdale",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Hardin-Simmons","","Mary Hardin-Baylor",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Henderson State","","Northwestern Oklahoma State",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Southwest Baptist","","McKendree",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Davenport","","Michigan Tech",""
"2025","7","regular","2025-10-11T18:00:00.000Z","false","Washington & Jefferson","","Westminster (PA)",""
"2025","7","regular","2025-10-11T18:30:00.000Z","false","Marietta","","Heidelberg",""
"2025","7","regular","2025-10-11T18:30:00.000Z","false","Mars Hill","","Emory & Henry College",""
"2025","7","regular","2025-10-11T18:30:00.000Z","false","Western Carolina","","Furman",""
"2025","7","regular","2025-10-11T18:30:00.000Z","false","Wartburg","","Dubuque",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Carroll University (WI)","","North Park",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Wingate","","Catawba",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Lenoir-Rhyne","","Anderson (Sc)",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Chadron St","","New Mexico Highlands",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Western Colorado","","Black Hills State",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Minot State","","Jamestown College",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","University of Mary","","Minnesota State Moorhead",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Pittsburg St","","Washburn",""
"2025","7","regular","2025-10-11T19:00:00.000Z","false","Nebraska-Kearney","","Missouri Western",""
